ballCount,runs,wickets
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,1,0
6,1,0
7,2,0
8,8,0
9,10,0
10,14,0
11,20,0
12,26,0
13,30,0
14,30,0
15,34,0
16,34,1
17,34,1
18,34,1
19,34,1
20,35,1
21,36,2
22,36,2
23,36,2
24,42,2
25,42,2
26,43,2
27,43,2
28,43,2
29,44,2
30,44,2
31,45,2
32,46,2
33,46,2
34,52,2
35,53,2
36,53,2
37,57,2
38,57,2
39,61,2
40,62,2
41,62,2
42,62,2
43,63,2
44,65,2
45,65,2
46,71,2
47,73,2
48,73,2
49,75,2
50,76,2
51,76,2
52,77,2
53,78,2
54,78,2
55,79,2
56,85,2
57,86,2
58,87,2
59,88,2
60,89,2
61,89,2
62,90,2
63,90,2
64,90,2
65,91,2
66,92,2
67,92,2
68,93,2
69,99,2
70,106,2
71,107,2
72,108,2
73,112,2
74,113,2
75,119,2
76,125,2
77,126,2
78,126,2
79,130,2
80,136,2
81,140,2
82,141,2
83,143,2
84,146,2
85,146,2
86,146,2
87,146,3
88,146,3
89,146,3
90,147,3
91,147,3
92,147,3
93,148,3
94,148,3
95,149,3
96,153,3
97,154,3
98,155,3
99,156,3
100,160,3
101,161,3
102,163,3
103,164,3
104,165,3
105,171,3
106,175,3
107,179,3
108,185,3
109,187,3
110,188,3
111,194,3
112,200,3
113,206,3
114,210,3
115,211,3
116,212,3
117,213,3
118,213,4
119,214,4
120,218,4
