ballCount,runs,wickets
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,1,0
9,1,0
10,1,0
11,2,0
12,8,0
13,8,1
14,8,1
15,9,1
16,9,1
17,10,1
18,10,1
19,10,1
20,10,1
21,10,1
22,10,1
23,10,1
24,11,1
25,11,1
26,11,1
27,12,1
28,13,1
29,14,1
30,14,1
31,14,1
32,14,1
33,14,1
34,15,1
35,16,1
36,16,1
37,16,1
38,16,1
39,22,1
40,23,1
41,23,1
42,23,1
43,24,1
44,28,1
45,32,1
46,32,1
47,32,1
48,33,1
49,33,1
50,34,1
51,34,1
52,35,1
53,36,1
54,36,1
55,40,1
56,40,2
57,40,2
58,42,2
59,42,2
60,42,2
61,42,2
62,43,2
63,43,2
64,43,2
65,43,2
66,47,2
67,47,2
68,47,2
69,47,2
70,47,2
71,51,2
72,51,2
73,51,2
74,52,2
75,52,2
76,52,2
77,52,2
78,52,2
79,52,2
80,53,2
81,54,2
82,56,2
83,58,2
84,58,2
85,59,2
86,59,3
87,59,3
88,61,3
89,62,3
90,63,3
91,64,3
92,64,3
93,65,3
94,66,3
95,68,3
96,68,3
97,68,3
98,68,3
99,68,3
100,68,3
101,68,3
102,68,3
103,69,3
104,70,3
105,70,3
106,71,3
