ballCount,runs,wickets
0,0,0
1,0,0
2,3,0
3,4,0
4,5,0
5,7,0
6,8,0
7,8,0
8,12,0
9,12,0
10,16,0
11,16,0
12,16,0
13,17,0
14,20,0
15,20,0
16,20,0
17,21,0
18,25,0
19,25,0
20,27,0
21,33,0
22,33,0
23,34,0
24,34,0
25,34,0
26,36,0
27,37,0
28,37,0
29,39,0
30,43,0
31,44,0
32,45,0
33,46,0
34,50,0
35,54,0
36,54,0
37,55,0
38,59,0
39,59,0
40,60,0
41,61,0
42,62,0
43,63,0
44,67,0
45,68,0
46,69,0
47,69,0
48,69,0
49,69,0
50,70,0
51,71,0
52,75,0
53,81,0
54,82,0
55,82,0
56,83,0
57,84,0
58,85,0
59,86,0
60,92,0
61,96,0
62,97,0
63,98,0
64,99,0
65,100,0
66,101,0
67,102,0
68,104,0
69,106,0
70,107,0
71,111,0
72,112,0
73,113,0
74,117,0
75,118,0
76,118,0
77,118,1
78,118,1
79,118,1
80,119,1
81,121,1
82,127,1
83,129,1
84,129,1
85,130,1
86,131,1
87,131,1
88,132,1
89,133,1
90,134,1
91,135,1
92,136,1
93,142,1
94,143,1
95,144,1
96,144,2
97,145,2
98,145,2
99,146,2
100,147,2
101,148,2
102,149,2
103,151,2
104,152,2
105,152,3
106,153,3
107,154,3
108,158,3
109,159,3
110,160,3
111,166,3
112,166,3
113,166,3
114,170,3
115,171,3
116,172,3
117,173,3
118,177,3
119,179,3
120,181,3
