ballCount,runs,wickets
0,0,0
1,0,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,0
7,1,0
8,1,0
9,1,0
10,1,0
11,1,0
12,1,1
13,1,1
14,1,1
15,5,1
16,7,1
17,8,1
18,8,1
19,8,1
20,14,1
21,14,1
22,14,2
23,18,2
24,22,2
25,22,2
26,22,2
27,26,2
28,27,2
29,27,3
30,27,3
31,27,3
32,27,3
33,28,3
34,28,3
35,29,3
36,29,3
37,31,3
38,33,3
39,33,3
40,33,3
41,33,3
42,34,3
43,35,3
44,36,3
45,37,3
46,37,3
47,37,3
48,38,3
49,38,3
50,39,3
51,40,3
52,44,3
53,44,3
54,45,3
55,49,3
56,49,3
57,51,3
58,53,3
59,54,3
60,55,3
61,61,3
62,62,3
63,63,3
64,64,3
65,65,3
66,66,3
67,67,3
68,67,3
69,71,3
70,73,3
71,74,3
72,78,3
73,79,3
74,80,3
75,80,3
76,80,3
77,82,3
78,83,3
79,87,3
80,88,3
81,88,3
82,88,4
83,88,4
84,88,4
85,89,4
86,93,4
87,93,4
88,93,4
89,95,4
90,99,4
91,100,4
92,102,4
93,103,4
94,105,4
95,106,4
96,108,4
97,109,4
98,113,4
99,113,4
100,114,4
101,115,4
102,115,4
103,116,4
104,118,4
105,128,4
106,129,4
107,133,4
108,139,4
109,143,4
110,144,4
111,144,5
112,145,5
113,146,5
114,147,5
115,148,5
116,154,5
117,155,5
118,162,5
119,168,5
120,175,5
