ballCount,runs,wickets
0,0,0
1,0,0
2,0,0
3,2,0
4,2,0
5,2,0
6,3,0
7,7,0
8,7,0
9,7,0
10,8,0
11,12,0
12,13,0
13,13,0
14,13,0
15,17,0
16,21,0
17,22,0
18,23,0
19,24,0
20,24,0
21,24,0
22,30,0
23,30,0
24,30,0
25,31,0
26,33,0
27,35,0
28,35,0
29,35,0
30,36,0
31,36,0
32,37,0
33,39,0
34,39,0
35,39,0
36,40,0
37,40,0
38,40,0
39,42,0
40,46,0
41,47,0
42,48,0
43,49,0
44,49,0
45,50,0
46,50,0
47,51,0
48,51,0
49,57,0
50,59,0
51,60,0
52,64,0
53,65,0
54,66,0
55,67,0
56,68,0
57,69,0
58,72,0
59,72,1
60,73,1
61,73,1
62,74,1
63,75,1
64,76,1
65,77,1
66,77,1
67,78,1
68,78,1
69,78,1
70,78,2
71,79,2
72,80,2
73,82,2
74,84,2
75,84,2
76,84,2
77,84,2
78,84,2
79,88,2
80,89,2
81,89,2
82,90,2
83,94,2
84,95,2
85,97,2
86,97,2
87,97,2
88,98,2
89,99,2
90,100,2
91,101,2
92,101,3
93,102,3
94,103,3
95,103,3
96,104,3
97,106,3
98,106,4
99,106,5
100,107,5
101,107,5
102,108,5
103,110,5
104,110,6
105,110,7
106,111,7
107,112,7
108,112,8
109,113,8
110,113,8
111,114,8
112,116,9
113,116,10
