ballCount,runs,wickets
0,0,0
1,0,0
2,2,0
3,2,0
4,3,0
5,3,0
6,3,0
7,3,0
8,3,0
9,3,1
10,3,2
11,3,2
12,3,2
13,3,2
14,3,3
15,7,3
16,7,3
17,7,3
18,13,3
19,14,3
20,14,3
21,14,4
22,14,4
23,14,4
24,14,4
25,14,4
26,15,4
27,15,4
28,15,4
29,15,4
30,15,4
31,16,4
32,16,4
33,16,4
34,16,4
35,17,4
36,17,4
37,18,4
38,19,4
39,23,4
40,23,4
41,23,4
42,23,4
43,23,4
44,23,4
45,23,4
46,23,4
47,24,4
48,30,4
49,30,4
50,31,4
51,32,4
52,32,5
53,32,5
54,33,5
55,33,5
56,33,5
57,33,5
58,34,5
59,34,5
60,36,5
61,36,5
62,37,5
63,37,5
64,38,5
65,39,5
66,39,5
67,39,5
68,39,5
69,39,5
70,39,5
71,39,5
72,39,5
73,40,5
74,40,5
75,40,6
76,40,6
77,40,6
78,41,6
79,42,6
80,42,6
81,43,6
82,44,6
83,45,6
84,46,6
85,47,6
86,47,6
87,47,6
88,47,6
89,48,6
90,52,6
91,52,6
92,53,6
93,57,6
94,57,7
95,58,7
96,58,7
97,62,7
98,64,7
99,64,7
100,65,7
101,65,7
102,65,7
103,65,7
104,67,7
105,67,7
106,68,7
107,68,7
108,68,7
109,69,7
110,70,7
111,71,7
112,72,7
113,73,7
114,74,7
115,78,7
116,79,7
117,81,7
118,83,7
119,83,7
120,84,8
