ballCount,runs,wickets
0,0,0
1,1,0
2,5,0
3,5,0
4,7,0
5,8,0
6,12,0
7,16,0
8,18,0
9,19,0
10,20,0
11,22,0
12,24,0
13,26,0
14,27,0
15,27,0
16,28,0
17,32,0
18,33,0
19,33,0
20,34,0
21,34,0
22,35,0
23,36,0
24,37,0
25,37,0
26,38,0
27,38,0
28,38,0
29,38,1
30,38,1
31,38,1
32,39,1
33,39,1
34,39,2
35,40,2
36,41,2
37,41,2
38,42,2
39,43,2
40,44,2
41,44,2
42,45,2
43,46,2
44,46,2
45,54,2
46,58,2
47,59,2
48,60,2
49,60,3
50,62,3
51,63,3
52,63,3
53,63,3
54,64,3
55,65,3
56,65,3
57,69,3
58,70,3
59,71,3
60,72,3
61,73,3
62,75,3
63,76,3
64,82,3
65,84,3
66,87,3
67,87,3
68,91,3
69,92,3
70,92,3
71,93,3
72,94,3
73,96,3
74,97,3
75,98,3
76,99,3
77,99,3
78,99,3
79,101,3
80,101,4
81,101,4
82,103,4
83,104,4
84,105,4
85,105,4
86,106,4
87,107,4
88,107,4
89,107,5
90,109,5
91,109,5
92,110,5
93,111,5
94,111,5
95,112,5
96,112,6
97,116,6
98,117,6
99,118,6
100,119,6
101,119,6
102,121,6
103,121,7
104,121,7
105,122,7
106,123,7
107,123,7
108,123,7
109,123,7
110,124,7
111,124,8
112,125,8
113,129,8
114,135,8
115,136,8
116,136,8
117,140,8
118,142,8
119,142,8
120,143,8
