ballCount,runs,wickets
0,0,0
1,0,0
2,2,0
3,3,0
4,3,0
5,7,0
6,11,0
7,11,0
8,11,0
9,11,1
10,13,1
11,13,1
12,14,1
13,18,1
14,22,1
15,23,1
16,24,1
17,24,2
18,24,2
19,25,2
20,27,2
21,27,2
22,28,2
23,29,2
24,30,2
25,30,2
26,31,2
27,31,2
28,31,2
29,31,2
30,32,2
31,33,2
32,34,2
33,34,2
34,34,3
35,36,3
36,36,3
37,38,3
38,39,3
39,39,3
40,39,3
41,43,3
42,44,3
43,45,3
44,45,3
45,46,3
46,48,3
47,49,3
48,50,3
49,54,3
50,55,3
51,55,3
52,59,3
53,60,3
54,61,3
55,62,3
56,62,3
57,63,3
58,63,3
59,64,3
60,64,3
61,65,3
62,69,3
63,73,3
64,74,3
65,74,3
66,80,3
67,84,3
68,84,3
69,88,3
70,88,3
71,88,3
72,88,3
73,88,3
74,88,4
75,89,4
76,89,4
77,91,4
78,91,4
79,92,4
80,96,4
81,98,4
82,99,4
83,101,4
84,105,4
85,107,4
86,107,4
87,111,4
