ballCount,runs,wickets
0,0,0
1,1,0
2,2,0
3,3,0
4,4,0
5,4,0
6,5,0
7,6,0
8,6,0
9,6,1
10,6,1
11,10,1
12,10,1
13,14,1
14,14,1
15,14,1
16,14,1
17,15,1
18,21,1
19,21,1
20,25,1
21,29,1
22,33,1
23,35,1
24,36,1
25,38,1
26,38,1
27,42,1
28,42,1
29,42,1
30,42,1
31,45,1
32,45,1
33,45,1
34,45,1
35,49,1
36,50,1
37,51,1
38,52,1
39,53,1
40,54,1
41,54,1
42,55,1
43,61,1
44,62,1
45,66,1
46,72,1
47,72,1
48,78,1
49,78,2
50,79,2
51,81,2
52,82,2
53,83,2
54,83,2
55,84,2
56,85,2
57,85,2
58,85,3
59,85,3
60,86,3
61,86,3
62,90,3
63,94,3
64,96,3
65,98,3
66,99,3
67,103,3
68,104,3
69,108,3
70,109,3
71,110,3
72,112,3
73,113,3
74,119,3
75,123,3
76,124,3
77,125,3
78,127,3
79,131,3
80,132,3
81,133,3
82,134,3
83,134,3
84,136,3
85,137,3
86,138,3
87,139,3
88,140,3
89,144,3
90,146,3
91,147,3
92,147,4
93,147,4
94,147,4
95,148,4
96,148,4
97,149,4
98,150,4
99,154,4
100,158,4
101,159,5
102,163,5
103,167,5
104,171,5
105,172,5
106,172,5
107,176,5
108,180,5
109,181,5
110,182,5
111,183,5
112,184,5
113,185,6
114,186,6
115,186,6
116,186,7
117,188,7
118,189,7
119,190,7
120,191,7
