ballCount,runs,wickets
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,1,0
6,2,0
7,2,0
8,6,0
9,6,0
10,6,0
11,8,0
12,8,0
13,12,0
14,12,0
15,12,0
16,12,0
17,13,0
18,13,0
19,13,0
20,14,0
21,20,0
22,24,0
23,25,0
24,25,0
25,25,0
26,31,0
27,31,0
28,31,0
29,37,0
30,38,0
31,39,0
32,39,0
33,40,0
34,41,0
35,45,0
36,49,0
37,49,0
38,50,0
39,51,0
40,51,0
41,51,0
42,51,0
43,52,0
44,52,0
45,53,0
46,53,0
47,53,1
48,53,1
49,60,1
50,61,1
51,65,1
52,66,1
53,67,1
54,68,1
55,72,1
56,73,1
57,74,1
58,80,1
59,81,1
60,82,1
61,83,1
62,83,2
63,84,2
64,84,2
65,85,2
66,86,2
67,92,2
68,93,2
69,93,2
70,93,2
71,99,2
72,100,2
73,101,2
74,102,2
75,103,2
76,103,2
77,103,2
78,104,2
79,105,2
80,111,2
81,117,2
82,123,2
83,129,2
84,131,2
85,133,2
86,137,2
87,141,2
88,142,2
89,142,2
90,143,2
91,145,2
92,147,2
93,148,2
94,149,2
95,150,2
96,151,2
97,153,2
98,159,2
99,160,2
100,164,2
101,164,2
102,164,2
103,165,2
104,166,2
105,168,2
106,168,3
107,168,3
108,174,3
109,175,3
110,176,3
111,177,3
112,178,3
113,179,3
114,180,3
115,180,3
116,181,3
117,185,3
118,191,3
119,192,3
120,193,3
