ballCount,runs,wickets
0,0,0
1,0,0
2,1,0
3,2,0
4,3,0
5,5,0
6,5,0
7,5,0
8,6,0
9,6,1
10,7,1
11,7,1
12,11,1
13,15,1
14,19,1
15,20,1
16,24,1
17,25,1
18,25,1
19,31,1
20,32,1
21,36,1
22,37,1
23,37,1
24,37,1
25,38,1
26,42,1
27,42,2
28,43,2
29,43,2
30,43,2
31,47,2
32,47,2
33,48,2
34,48,2
35,50,2
36,51,2
37,52,2
38,52,2
39,53,2
40,54,2
41,58,2
42,59,2
43,59,2
44,60,2
45,60,3
46,61,3
47,61,3
48,61,3
49,61,3
50,61,3
51,61,3
52,62,3
53,62,3
54,63,3
55,63,3
56,64,3
57,66,3
58,66,3
59,67,3
60,68,3
61,69,3
62,70,3
63,71,3
64,72,3
65,72,3
66,72,3
67,74,3
68,74,3
69,74,3
70,75,3
71,76,3
72,76,3
73,80,3
74,81,3
75,85,3
76,85,4
77,85,4
78,86,4
79,88,4
80,90,4
81,91,4
82,91,4
83,93,4
84,94,4
85,95,4
86,95,4
87,96,4
88,97,4
89,99,4
90,100,4
91,100,4
92,101,4
93,109,4
94,111,4
95,115,4
96,116,4
97,116,5
98,117,5
99,118,5
100,119,5
101,120,5
102,121,5
103,125,5
104,127,5
105,127,6
106,131,6
107,132,6
108,133,6
109,134,6
110,134,6
111,135,6
112,138,6
113,139,6
114,139,6
115,140,7
116,141,7
117,141,7
118,143,7
119,143,7
120,143,8
