ballCount,runs,wickets
0,0,0
1,2,0
2,2,0
3,2,0
4,8,0
5,9,0
6,9,0
7,9,0
8,10,0
9,11,0
10,15,0
11,15,0
12,15,0
13,19,0
14,20,0
15,20,0
16,20,0
17,21,0
18,21,0
19,25,0
20,29,0
21,30,0
22,31,0
23,32,0
24,32,0
25,34,0
26,34,0
27,40,0
28,46,0
29,46,0
30,47,0
31,47,1
32,48,1
33,49,1
34,50,1
35,51,1
36,51,1
37,51,1
38,51,1
39,52,1
40,52,1
41,54,1
42,54,1
43,55,1
44,57,1
45,57,1
46,59,1
47,60,1
48,64,1
49,68,1
50,69,1
51,69,1
52,69,1
53,70,1
54,74,1
55,75,1
56,81,1
57,81,1
58,85,1
59,86,1
60,87,1
61,88,1
62,89,1
63,89,1
64,89,1
65,90,1
66,90,1
67,91,1
68,92,1
69,93,1
70,95,1
71,95,1
72,96,1
73,97,1
74,99,1
75,100,1
76,101,1
77,101,1
78,103,1
79,103,1
80,103,1
81,103,1
82,103,1
83,109,1
84,109,1
85,109,2
86,109,2
87,109,2
88,109,2
89,110,2
90,111,2
91,112,2
92,113,2
93,113,2
94,114,2
95,118,2
96,119,2
97,120,2
98,124,2
99,125,2
100,126,2
101,126,3
102,127,3
103,127,3
104,129,3
105,130,3
106,130,3
107,130,3
108,130,4
109,131,4
110,132,4
111,133,4
112,134,4
113,136,4
114,136,4
115,136,4
116,138,4
117,138,4
118,139,4
119,140,4
120,144,4
