ballCount,runs,wickets
0,0,0
1,0,0
2,4,0
3,4,0
4,5,0
5,5,0
6,6,0
7,6,0
8,6,0
9,6,0
10,6,0
11,6,0
12,7,0
13,11,0
14,11,0
15,12,0
16,16,0
17,16,0
18,16,0
19,17,0
20,18,0
21,19,0
22,20,0
23,24,0
24,25,0
25,26,0
26,26,0
27,32,0
28,38,0
29,39,0
30,45,0
31,45,0
32,51,0
33,51,0
34,52,0
35,52,0
36,56,0
37,57,0
38,58,0
39,64,0
40,70,0
41,71,0
42,71,0
43,72,0
44,73,0
45,73,0
46,74,0
47,74,0
48,76,0
49,82,0
50,83,0
51,84,0
52,90,0
53,91,0
54,91,0
55,92,0
56,92,0
57,93,0
58,94,0
59,95,0
60,96,0
61,97,0
62,100,0
63,100,0
64,102,0
65,102,1
66,103,1
67,103,2
68,104,2
69,104,2
70,106,2
71,107,2
72,108,2
73,108,2
74,108,2
75,112,2
76,114,2
77,118,2
78,123,2
79,127,2
80,128,2
81,129,2
82,130,2
83,130,3
84,131,3
85,132,3
86,133,3
87,134,3
88,136,3
89,137,3
90,137,3
91,138,3
92,140,3
93,141,3
94,142,3
95,148,3
96,149,3
97,155,3
98,161,3
99,165,3
100,166,3
101,170,3
102,170,3
103,171,3
104,175,3
105,176,3
106,177,3
107,183,3
108,187,3
109,188,3
110,190,3
111,191,3
112,192,3
113,192,3
114,198,3
115,198,3
116,199,3
117,205,3
118,209,3
119,209,4
120,211,4
