ballCount,runs,wickets
0,0,0
1,1,0
2,1,0
3,1,1
4,5,1
5,9,1
6,10,1
7,10,1
8,10,1
9,13,1
10,13,1
11,17,1
12,17,2
13,17,3
14,21,3
15,21,3
16,21,3
17,22,3
18,22,3
19,22,3
20,22,3
21,22,3
22,22,3
23,22,3
24,24,3
25,24,3
26,24,3
27,24,3
28,24,3
29,24,3
30,25,3
31,26,3
32,26,3
33,27,3
34,32,3
35,36,3
36,36,3
37,36,3
38,37,3
39,37,3
40,39,3
41,40,3
42,40,3
43,44,3
44,45,3
45,51,3
46,51,3
47,52,3
48,52,3
49,52,3
50,53,3
51,53,3
52,53,3
53,53,3
54,53,3
55,54,3
56,58,3
57,58,3
58,59,3
59,59,3
60,59,3
61,59,3
62,60,3
63,61,3
64,61,3
65,62,3
66,62,4
67,63,4
68,64,4
69,68,4
70,69,4
71,69,4
72,70,4
73,70,4
74,73,4
75,79,4
76,79,4
77,85,4
78,85,4
79,86,4
80,87,4
81,88,4
82,88,4
83,88,4
84,89,4
85,90,4
86,90,4
87,92,4
88,93,4
89,93,4
90,93,4
91,94,4
92,94,4
93,94,4
94,95,4
95,101,4
96,101,5
97,102,5
98,102,5
99,103,5
100,104,5
101,105,5
102,105,5
103,107,5
104,107,6
105,107,6
106,111,6
107,111,7
108,112,7
109,113,7
110,114,7
111,118,7
112,118,7
113,118,7
114,122,7
115,128,7
116,132,7
