ballCount,runs,wickets
0,0,0
1,0,0
2,1,0
3,5,0
4,5,0
5,5,0
6,5,0
7,6,0
8,6,0
9,7,0
10,7,0
11,8,0
12,9,0
13,15,0
14,21,0
15,22,0
16,23,0
17,24,0
18,24,0
19,24,0
20,25,0
21,26,0
22,27,0
23,28,0
24,29,0
25,29,0
26,30,0
27,30,0
28,31,0
29,37,0
30,43,0
31,46,0
32,47,0
33,48,0
34,52,0
35,56,0
36,57,0
37,58,0
38,59,0
39,59,0
40,60,0
41,61,0
42,61,0
43,62,0
44,62,0
45,63,0
46,69,0
47,75,0
48,79,0
49,80,0
50,81,0
51,82,0
52,83,0
53,84,0
54,84,0
55,85,0
56,86,0
57,87,0
58,92,0
59,96,0
60,100,0
61,104,0
62,105,0
63,105,0
64,106,0
65,110,0
66,110,1
67,114,1
68,118,1
69,119,1
70,120,1
71,121,1
72,122,1
73,122,1
74,123,1
75,123,1
76,130,1
77,131,1
78,131,1
79,132,1
80,132,1
81,135,1
82,138,1
83,139,1
84,140,1
85,141,1
86,142,1
87,142,1
88,143,1
89,147,1
90,148,1
91,150,1
92,151,1
93,157,1
94,163,1
95,163,1
96,167,1
97,168,1
98,169,1
99,169,2
100,169,2
101,169,2
102,170,2
103,170,3
104,170,3
105,176,3
106,180,3
107,182,3
108,183,3
109,187,3
110,187,4
111,191,4
112,192,4
113,192,4
114,199,4
115,203,4
116,203,5
117,203,6
118,204,6
119,206,6
120,208,6
