ballCount,runs,wickets
0,0,0
1,0,0
2,4,0
3,4,0
4,8,0
5,12,0
6,12,0
7,12,0
8,13,0
9,17,0
10,17,0
11,18,0
12,19,0
13,23,0
14,23,0
15,23,0
16,24,0
17,25,0
18,29,0
19,29,0
20,29,0
21,33,0
22,34,0
23,34,0
24,35,0
25,35,0
26,35,0
27,41,0
28,41,0
29,41,0
30,45,0
31,45,0
32,45,0
33,45,0
34,49,0
35,53,0
36,53,0
37,54,0
38,55,0
39,56,0
40,57,0
41,58,0
42,59,0
43,59,1
44,64,1
45,66,1
46,70,1
47,71,1
48,71,1
49,72,1
50,73,1
51,75,1
52,76,1
53,76,1
54,76,1
55,77,1
56,77,1
57,78,1
58,79,1
59,80,1
60,81,1
61,82,1
62,83,1
63,87,1
64,88,1
65,90,1
66,90,1
67,90,1
68,90,2
69,94,2
70,95,2
71,96,2
72,96,2
73,96,2
74,96,2
75,97,2
76,98,2
77,99,2
78,100,2
79,100,3
80,101,3
81,102,3
82,102,3
83,103,3
84,104,3
85,105,3
86,106,3
87,106,3
88,106,3
89,107,3
90,108,3
91,109,3
92,110,3
93,110,3
94,112,3
95,113,3
96,117,3
97,118,3
98,118,3
99,119,3
100,120,3
101,121,3
102,121,3
103,122,3
104,123,3
105,124,3
106,126,3
107,126,3
108,127,3
109,128,3
110,129,3
111,130,3
112,131,3
113,132,3
114,133,3
115,137,3
