ballCount,runs,wickets
0,0,0
1,4,0
2,8,0
3,8,0
4,8,0
5,8,0
6,8,0
7,12,0
8,12,0
9,12,0
10,13,0
11,13,0
12,14,0
13,15,0
14,15,0
15,19,0
16,19,0
17,19,0
18,25,0
19,25,0
20,29,0
21,29,0
22,30,0
23,34,0
24,35,0
25,39,0
26,43,0
27,43,1
28,43,1
29,44,1
30,48,1
31,48,2
32,48,2
33,52,2
34,53,2
35,54,2
36,55,2
37,56,2
38,56,2
39,57,2
40,58,2
41,59,2
42,60,2
43,62,2
44,63,2
45,64,2
46,65,2
47,68,2
48,69,2
49,73,2
50,79,2
51,87,2
52,91,2
53,95,2
54,95,2
55,96,2
56,96,2
57,97,2
58,98,2
59,99,2
60,99,3
61,105,3
62,106,3
63,107,3
64,113,3
65,118,3
66,121,3
67,122,3
68,123,3
69,124,3
70,124,4
71,124,4
72,124,4
73,125,4
74,126,4
75,126,4
76,126,4
77,127,4
78,127,5
79,128,5
80,129,5
81,130,5
82,131,5
83,135,5
84,139,5
85,139,5
86,140,5
87,146,5
88,148,5
89,149,5
90,149,5
91,150,5
92,156,5
93,157,6
94,158,6
95,162,6
96,162,6
97,162,6
98,163,6
99,169,6
100,169,6
101,171,6
102,172,6
103,172,6
104,173,6
105,174,6
106,181,6
107,181,6
108,187,6
109,187,6
110,187,6
111,187,7
112,187,7
113,187,7
114,187,7
115,193,7
116,199,7
117,205,7
118,205,7
119,207,7
120,207,8
