ballCount,runs,wickets
0,0,0
1,0,0
2,4,0
3,8,0
4,8,0
5,8,0
6,12,0
7,13,0
8,17,0
9,17,0
10,21,0
11,21,0
12,22,0
13,22,0
14,23,0
15,24,0
16,25,0
17,28,0
18,28,1
19,29,1
20,30,1
21,30,1
22,31,1
23,37,1
24,38,1
25,42,1
26,43,1
27,43,1
28,43,1
29,43,1
30,47,1
31,48,1
32,49,1
33,50,1
34,56,1
35,62,1
36,62,1
37,66,1
38,66,1
39,66,2
40,67,2
41,67,2
42,68,2
43,69,2
44,69,2
45,70,2
46,71,2
47,71,3
48,77,3
49,78,3
50,79,3
51,80,3
52,80,3
53,86,3
54,92,3
55,92,3
56,92,3
57,93,3
58,94,3
59,96,3
60,97,3
61,98,3
62,99,3
63,100,3
64,101,3
65,102,3
66,103,3
67,103,3
68,107,3
69,108,3
70,108,3
71,109,3
72,109,3
73,110,3
74,111,3
75,112,4
76,116,4
77,116,4
78,120,4
79,121,4
80,125,4
81,131,4
82,132,4
83,133,4
84,133,5
85,138,5
86,138,5
87,140,5
88,146,5
89,150,5
90,156,5
91,160,5
