ballCount,runs,wickets
0,0,0
1,4,0
2,5,0
3,5,0
4,9,0
5,9,0
6,10,0
7,12,0
8,13,0
9,14,0
10,18,0
11,18,0
12,18,0
13,18,0
14,20,0
15,21,0
16,21,0
17,22,0
18,23,0
19,27,0
20,28,0
21,28,0
22,29,0
23,30,0
24,30,0
25,30,0
26,31,0
27,31,0
28,32,0
29,33,0
30,34,0
31,36,0
32,36,0
33,40,0
34,40,0
35,45,0
36,46,0
37,47,0
38,47,0
39,48,0
40,49,0
41,50,0
42,50,0
43,50,0
44,51,0
45,51,1
46,53,1
47,53,1
48,55,1
49,56,1
50,57,1
51,61,1
52,68,1
53,68,2
54,69,2
55,69,2
56,70,2
57,74,2
58,75,2
59,76,2
60,77,2
61,78,2
62,78,3
63,79,3
64,80,3
65,81,3
66,82,3
67,83,3
68,84,3
69,85,3
70,89,3
71,90,3
72,94,3
73,94,3
74,94,3
75,94,3
76,95,3
77,95,4
78,96,4
79,96,4
80,96,4
81,100,4
82,100,4
83,100,4
84,100,4
85,104,4
86,110,4
87,111,4
88,111,4
89,112,4
90,113,4
91,115,4
92,116,4
93,120,4
94,124,4
95,124,4
96,128,4
97,129,4
98,130,4
99,133,4
100,133,4
101,134,4
102,135,4
103,137,4
104,137,4
105,143,4
106,147,4
107,148,4
108,152,4
109,154,4
110,155,4
111,156,4
112,157,4
113,158,4
114,164,4
115,169,4
116,170,4
117,174,4
