ballCount,runs,wickets
0,0,0
1,0,0
2,1,0
3,2,0
4,2,0
5,2,0
6,2,0
7,3,0
8,7,0
9,7,1
10,7,1
11,7,1
12,8,1
13,14,1
14,17,1
15,18,1
16,18,2
17,19,2
18,20,2
19,21,2
20,21,2
21,21,2
22,21,2
23,22,2
24,22,2
25,22,2
26,26,2
27,26,2
28,26,2
29,27,2
30,27,2
31,27,3
32,27,4
33,27,4
34,27,4
35,28,4
36,28,4
37,29,4
38,29,4
39,32,4
40,36,4
41,36,4
42,36,4
43,37,4
44,38,4
45,39,4
46,41,4
47,41,4
48,41,4
49,42,4
50,44,4
51,44,4
52,44,4
53,48,4
54,49,4
55,49,4
56,51,4
57,56,4
58,57,4
59,57,4
60,57,4
61,58,4
62,59,4
63,60,4
64,60,4
65,61,4
66,65,4
67,66,4
68,66,4
69,66,4
70,66,4
71,67,4
72,68,4
73,68,4
74,69,4
75,71,4
76,71,4
77,72,4
78,73,4
79,74,4
80,74,4
81,75,4
82,79,4
83,80,4
84,80,5
85,86,5
86,86,5
87,86,5
88,86,5
89,92,5
90,96,5
91,97,5
92,101,5
93,102,5
94,103,5
95,104,5
96,106,5
97,106,5
98,107,5
99,108,5
100,108,5
101,109,5
102,112,5
103,112,6
104,113,6
105,113,6
106,117,6
107,123,6
108,123,6
109,123,7
110,124,7
111,124,7
112,125,7
113,126,7
114,127,7
115,129,7
116,131,7
117,135,7
118,137,7
119,141,7
120,144,7
