ballCount,runs,wickets
0,0,0
1,4,0
2,4,0
3,8,0
4,9,0
5,9,0
6,10,0
7,11,0
8,11,0
9,17,0
10,18,0
11,18,0
12,18,0
13,22,0
14,26,0
15,28,0
16,29,0
17,33,0
18,37,0
19,38,0
20,42,0
21,46,0
22,50,0
23,50,0
24,57,0
25,61,0
26,61,1
27,61,1
28,65,1
29,66,1
30,68,1
31,68,1
32,69,1
33,69,1
34,69,1
35,70,1
36,70,1
37,71,1
38,72,1
39,78,1
40,79,1
41,80,1
42,81,1
43,81,1
44,82,1
45,82,1
46,83,1
47,84,1
48,86,1
49,86,1
50,92,1
51,93,1
52,99,1
53,99,1
54,100,1
55,104,1
56,104,1
57,104,1
58,105,1
59,109,1
60,110,1
61,111,1
62,111,1
63,117,1
64,117,1
65,123,1
66,129,1
67,130,1
68,136,1
69,138,1
70,139,1
71,140,1
72,140,2
73,141,2
74,141,2
75,141,2
76,152,2
77,154,2
78,155,2
79,155,2
80,159,2
81,160,2
82,161,2
83,161,2
84,162,2
85,166,2
86,167,3
87,167,3
88,169,3
89,169,3
90,171,3
91,171,4
92,171,4
93,172,4
94,176,4
95,177,4
96,178,4
97,184,4
98,185,4
99,186,4
100,188,4
101,189,4
102,190,4
103,191,4
104,191,4
105,195,4
106,196,4
107,200,4
108,200,5
109,201,5
110,203,5
111,209,5
112,210,5
113,211,5
114,217,5
115,222,5
116,224,5
117,224,6
118,225,6
119,229,6
120,235,6
