ballCount,runs,wickets
0,0,0
1,1,0
2,1,0
3,1,0
4,2,0
5,3,0
6,7,0
7,7,0
8,11,0
9,15,0
10,15,0
11,16,0
12,16,0
13,17,0
14,18,0
15,18,0
16,18,0
17,22,0
18,22,0
19,22,0
20,24,0
21,24,1
22,24,1
23,30,1
24,30,1
25,34,1
26,35,1
27,35,1
28,41,1
29,41,1
30,45,1
31,46,1
32,52,1
33,56,1
34,60,1
35,60,1
36,62,1
37,62,1
38,62,1
39,63,1
40,63,1
41,63,1
42,63,2
43,64,2
44,66,2
45,66,2
46,67,2
47,68,2
48,69,2
49,71,2
50,71,2
51,71,2
52,72,2
53,73,2
54,73,2
55,73,2
56,73,2
57,73,2
58,74,2
59,75,2
60,75,2
61,76,2
62,78,2
63,79,2
64,85,2
65,89,2
66,90,2
67,91,2
68,91,2
69,92,2
70,96,2
71,96,2
72,100,2
73,107,2
74,113,2
75,119,2
76,120,2
77,120,2
78,121,2
79,125,2
80,128,2
81,129,2
82,130,2
83,136,2
84,136,2
85,137,2
86,138,2
87,140,2
88,140,3
89,141,3
90,145,3
91,145,3
92,146,3
93,146,4
94,150,4
95,150,4
96,150,4
97,151,4
98,153,4
99,154,4
100,155,4
101,156,4
102,158,4
103,158,4
104,160,4
105,161,4
106,163,4
107,164,4
108,164,4
109,170,4
