ballCount,runs,wickets
0,0,0
1,0,0
2,0,0
3,3,0
4,3,0
5,7,0
6,11,0
7,12,0
8,12,0
9,13,0
10,13,0
11,17,0
12,19,0
13,19,0
14,19,1
15,20,1
16,20,1
17,20,1
18,20,1
19,21,1
20,25,1
21,26,1
22,30,1
23,36,1
24,36,1
25,42,1
26,43,1
27,43,1
28,43,2
29,43,2
30,44,2
31,44,2
32,48,2
33,52,2
34,52,2
35,56,2
36,56,2
37,62,2
38,63,2
39,69,2
40,70,2
41,71,2
42,72,2
43,78,2
44,84,2
45,84,2
46,84,2
47,90,2
48,90,2
49,94,2
50,95,2
51,101,2
52,103,2
53,104,2
54,106,2
55,110,2
56,111,2
57,117,2
58,118,2
59,119,2
60,119,3
61,120,3
62,121,3
63,122,3
64,122,3
65,123,3
66,125,3
67,126,3
68,130,3
69,130,3
70,131,3
71,133,3
72,133,3
73,133,3
74,134,3
75,135,3
76,136,3
77,140,3
78,144,3
79,145,3
80,146,3
81,150,3
82,151,3
83,152,3
84,153,3
85,153,3
86,154,3
87,155,3
88,156,3
89,162,3
90,164,3
91,165,3
92,171,3
93,174,3
94,178,3
95,179,3
96,185,3
97,189,3
98,195,3
99,196,3
100,198,3
101,199,3
102,200,3
103,200,3
104,204,3
105,210,3
106,211,4
107,211,4
108,217,4
109,221,4
110,222,4
111,228,4
112,229,4
113,232,4
114,238,4
115,238,5
116,239,5
117,240,5
118,240,6
119,241,6
120,241,7
