ballCount,runs,wickets
0,0,0
1,0,0
2,0,0
3,0,0
4,1,0
5,5,0
6,5,0
7,6,0
8,7,0
9,8,0
10,13,0
11,14,0
12,20,0
13,20,0
14,21,0
15,21,0
16,27,0
17,33,0
18,37,0
19,38,0
20,39,0
21,40,0
22,40,0
23,40,1
24,41,1
25,43,1
26,43,1
27,44,1
28,44,1
29,48,1
30,48,1
31,49,1
32,49,1
33,55,1
34,61,1
35,61,1
36,63,1
37,65,1
38,69,1
39,70,1
40,70,1
41,74,1
42,74,1
43,75,1
44,76,1
45,78,1
46,79,1
47,80,1
48,81,1
49,82,1
50,83,1
51,84,1
52,85,1
53,89,1
54,90,1
55,91,1
56,92,1
57,93,1
58,93,1
59,94,1
60,98,1
61,99,1
62,100,1
63,106,1
64,106,1
65,110,1
66,110,1
67,110,1
68,114,1
69,120,1
70,120,1
71,121,1
72,123,1
73,124,1
74,125,1
75,126,1
76,127,1
77,128,1
78,134,1
79,136,1
80,137,1
81,137,1
82,141,1
83,147,1
84,148,1
85,152,1
86,158,1
87,167,1
88,173,1
89,177,1
90,177,1
91,178,1
92,184,1
93,190,1
94,194,1
95,200,1
96,206,1
