ballCount,runs,wickets
0,0,0
1,1,0
2,2,0
3,2,0
4,3,0
5,3,0
6,4,0
7,8,0
8,12,0
9,14,0
10,15,0
11,16,0
12,17,0
13,17,0
14,18,0
15,18,0
16,22,0
17,23,0
18,26,0
19,26,0
20,26,0
21,27,0
22,27,1
23,27,1
24,28,1
25,28,1
26,28,1
27,29,1
28,30,1
29,30,1
30,31,1
31,32,1
32,33,1
33,33,1
34,33,1
35,37,1
36,38,1
37,40,1
38,41,1
39,41,2
40,42,2
41,42,2
42,42,2
43,43,2
44,43,2
45,44,2
46,45,2
47,47,2
48,47,3
49,47,3
50,47,3
51,47,3
52,48,3
53,49,3
54,50,3
55,51,3
56,52,3
57,52,4
58,53,4
59,53,4
60,53,4
61,54,4
62,56,4
63,56,4
64,56,4
65,57,4
66,58,4
67,62,4
68,63,4
69,64,4
70,65,4
71,69,4
72,70,4
73,70,5
74,71,5
75,71,5
76,71,5
77,71,5
78,72,5
79,73,5
80,73,5
81,74,5
82,74,5
83,74,5
84,75,5
85,76,5
86,77,5
87,78,5
88,79,5
89,85,5
90,86,5
91,92,5
92,93,5
93,93,5
94,93,5
95,97,5
96,103,5
97,103,6
98,104,6
99,105,6
100,106,6
101,110,6
102,111,6
103,112,6
104,114,6
105,115,6
106,121,6
107,122,7
108,123,7
109,124,7
110,126,7
111,132,7
112,134,7
113,140,7
114,141,7
115,141,7
116,145,7
117,145,7
118,146,7
119,147,7
120,147,8
