ballCount,runs,wickets
0,0,0
1,0,0
2,0,0
3,4,0
4,4,0
5,8,0
6,12,0
7,12,0
8,13,0
9,17,0
10,17,0
11,18,0
12,19,0
13,19,0
14,20,0
15,20,0
16,26,0
17,32,0
18,32,0
19,34,0
20,35,0
21,35,0
22,35,0
23,36,0
24,36,0
25,37,0
26,37,0
27,37,0
28,38,0
29,44,0
30,46,0
31,47,0
32,53,0
33,53,1
34,53,1
35,53,1
36,54,1
37,55,1
38,57,1
39,57,1
40,58,1
41,58,1
42,59,1
43,60,1
44,61,1
45,61,1
46,62,1
47,62,1
48,62,1
49,63,1
50,63,1
51,69,1
52,70,1
53,73,2
54,73,2
55,79,2
56,80,2
57,81,2
58,82,2
59,83,2
60,84,2
61,88,2
62,88,2
63,89,2
64,89,2
65,89,2
66,90,2
67,91,2
68,91,2
69,92,2
70,96,2
71,96,2
72,102,2
73,103,2
74,109,2
75,110,2
76,116,2
77,117,2
78,121,2
79,127,2
80,128,2
81,128,2
82,129,2
83,129,3
84,129,3
85,129,3
86,129,3
87,130,3
88,131,3
89,131,3
90,131,3
91,132,3
92,132,3
93,136,3
94,136,3
95,140,3
96,141,3
97,141,3
98,142,3
99,143,3
100,143,4
101,143,4
102,143,4
103,147,4
104,147,4
105,147,4
106,147,4
107,148,4
108,148,5
109,148,5
110,155,5
111,161,5
112,167,5
113,167,5
114,168,5
115,168,5
116,168,5
117,168,5
118,174,5
119,180,5
120,181,5
