ballCount,runs,wickets
0,0,0
1,4,0
2,9,0
3,13,0
4,13,0
5,14,0
6,15,0
7,17,0
8,17,0
9,17,1
10,18,1
11,18,1
12,18,1
13,19,1
14,20,1
15,26,1
16,30,1
17,30,2
18,30,2
19,31,2
20,37,2
21,37,3
22,38,3
23,38,3
24,42,3
25,42,3
26,46,3
27,52,3
28,56,3
29,57,3
30,58,3
31,58,3
32,64,3
33,65,3
34,65,3
35,66,3
36,67,3
37,68,3
38,68,3
39,68,3
40,68,4
41,68,4
42,68,4
43,68,4
44,70,4
45,71,4
46,71,4
47,72,4
48,73,4
49,74,4
50,75,4
51,77,4
52,78,4
53,78,4
54,80,4
55,84,4
56,84,4
57,85,4
58,89,4
59,93,4
60,93,4
61,93,5
62,93,5
63,94,5
64,94,5
65,94,5
66,94,5
67,95,5
68,96,5
69,97,5
70,98,5
71,98,5
72,99,5
73,99,6
74,100,6
75,100,6
76,100,6
77,101,6
78,101,6
79,101,6
80,101,6
81,101,7
82,101,7
83,105,7
84,106,7
85,110,7
86,111,7
87,111,8
88,111,8
89,112,8
90,112,8
91,112,8
92,112,8
93,113,8
94,113,8
95,119,8
96,128,8
97,129,8
98,130,8
99,131,8
100,131,8
101,132,8
102,136,8
103,136,8
104,136,8
105,137,8
106,138,8
107,138,8
108,139,8
109,140,8
110,140,9
111,140,9
112,141,9
113,141,9
114,143,9
115,147,9
116,147,9
117,147,9
118,149,9
119,149,9
120,153,9
