ballCount,runs,wickets
0,0,0
1,0,0
2,3,0
3,4,0
4,6,0
5,6,0
6,10,0
7,11,0
8,13,0
9,14,0
10,14,0
11,14,1
12,15,1
13,19,1
14,20,1
15,20,2
16,20,2
17,20,2
18,20,2
19,20,2
20,21,2
21,22,2
22,23,2
23,24,2
24,25,2
25,29,2
26,30,2
27,31,2
28,32,2
29,34,2
30,36,2
31,40,2
32,41,2
33,41,3
34,45,3
35,46,3
36,46,3
37,46,3
38,46,3
39,46,3
40,47,3
41,48,3
42,49,3
43,49,3
44,50,3
45,50,3
46,51,3
47,52,3
48,52,3
49,53,3
50,55,3
51,56,3
52,57,3
53,58,3
54,59,3
55,65,3
56,65,4
57,66,4
58,67,4
59,68,4
60,69,4
61,71,4
62,73,4
63,74,4
64,74,5
65,75,5
66,76,5
67,77,5
68,79,5
69,79,5
70,79,5
71,80,5
72,80,5
73,81,5
74,82,5
75,83,5
76,84,5
77,85,5
78,86,5
79,87,5
80,88,5
81,90,5
82,91,5
83,95,5
84,96,5
85,96,5
86,98,5
87,102,5
88,102,5
89,102,5
90,106,5
91,107,5
92,109,5
93,109,5
94,109,5
95,111,5
96,112,5
97,113,5
98,114,5
99,115,5
100,116,5
101,116,5
102,117,5
103,118,5
104,119,5
105,121,5
106,127,5
107,129,5
108,130,5
109,136,5
110,140,5
111,141,5
112,142,5
113,143,5
114,143,5
115,149,5
116,151,5
117,152,5
118,156,5
119,157,5
120,158,5
