ballCount,runs,wickets
0,0,0
1,1,0
2,5,0
3,6,0
4,6,0
5,6,0
6,6,0
7,8,0
8,8,0
9,8,0
10,8,1
11,12,1
12,12,1
13,13,1
14,13,2
15,13,2
16,14,2
17,14,2
18,15,2
19,16,2
20,21,2
21,21,2
22,22,2
23,26,2
24,27,2
25,28,2
26,29,2
27,35,2
28,35,3
29,35,3
30,35,3
31,36,3
32,36,3
33,37,3
34,37,3
35,37,3
36,38,3
37,42,3
38,42,4
39,42,4
40,42,4
41,46,4
42,48,4
43,49,4
44,49,4
45,49,4
46,49,4
47,49,4
48,49,4
49,50,4
50,56,4
51,58,4
52,62,4
53,62,4
54,66,4
55,66,4
56,70,4
57,71,4
58,72,4
59,73,4
60,73,4
61,74,4
62,75,4
63,75,4
64,75,4
65,76,4
66,80,4
67,80,4
68,80,4
69,86,4
70,86,4
71,87,4
72,91,4
73,92,4
74,93,4
75,94,4
76,94,5
77,94,5
78,94,5
79,96,5
80,96,5
81,97,5
82,98,5
83,99,5
84,103,5
85,104,5
86,104,6
87,104,6
88,105,6
89,105,6
90,105,6
91,106,6
92,112,6
93,114,6
94,115,6
95,119,6
96,119,6
97,119,6
98,120,6
99,126,6
100,127,6
101,128,6
102,129,6
103,129,6
104,135,6
105,136,6
106,137,6
107,143,6
108,149,6
109,150,6
110,150,7
111,151,7
112,152,7
113,152,7
114,153,7
115,153,7
116,155,7
117,159,7
118,165,7
119,169,7
120,169,8
