ballCount,runs,wickets
0,0,0
1,1,0
2,1,0
3,2,0
4,2,0
5,3,0
6,4,0
7,4,0
8,4,0
9,8,0
10,9,0
11,15,0
12,19,0
13,20,0
14,20,1
15,20,1
16,20,2
17,21,2
18,21,2
19,25,2
20,25,2
21,25,2
22,25,2
23,26,2
24,26,3
25,26,3
26,27,3
27,28,3
28,28,3
29,29,3
30,30,3
31,34,3
32,35,3
33,35,3
34,35,3
35,35,3
36,35,3
37,35,3
38,37,3
39,38,3
40,44,3
41,45,3
42,47,3
43,48,3
44,48,3
45,48,3
46,48,3
47,48,3
48,50,3
49,51,3
50,52,3
51,53,3
52,54,3
53,55,3
54,56,3
55,58,3
56,59,3
57,59,3
58,59,3
59,63,3
60,64,3
61,65,3
62,71,3
63,71,3
64,72,3
65,72,3
66,73,3
67,75,3
68,76,3
69,77,3
70,78,3
71,78,3
72,78,3
73,79,3
74,79,3
75,85,3
76,91,3
77,91,3
78,93,3
79,95,3
80,96,3
81,102,3
82,103,3
83,104,3
84,105,3
85,106,3
86,107,3
87,109,3
88,109,3
89,110,3
90,114,3
91,115,3
92,116,3
93,120,3
94,122,3
95,123,3
96,125,3
97,125,3
98,126,3
99,128,3
100,132,3
101,136,3
102,137,3
103,142,3
104,143,3
105,144,3
106,145,3
107,145,4
108,146,4
109,152,4
110,161,4
111,165,4
