ballCount,runs,wickets
0,0,0
1,4,0
2,4,0
3,8,0
4,9,0
5,10,0
6,10,0
7,11,0
8,11,0
9,12,0
10,12,0
11,16,0
12,17,0
13,21,0
14,21,0
15,22,0
16,23,0
17,23,0
18,29,0
19,35,0
20,36,0
21,36,0
22,37,0
23,41,0
24,41,0
25,47,0
26,53,0
27,57,0
28,58,0
29,59,0
30,60,0
31,60,1
32,60,1
33,66,1
34,66,1
35,66,1
36,70,1
37,70,1
38,72,1
39,76,1
40,77,1
41,78,1
42,78,1
43,82,1
44,83,1
45,84,1
46,84,1
47,85,1
48,86,1
49,90,1
50,94,1
51,95,1
52,97,1
53,98,1
54,102,1
55,103,1
56,109,1
57,109,1
58,113,1
59,114,1
60,115,1
61,115,1
62,119,1
63,119,2
64,121,2
65,121,2
66,123,2
67,123,2
68,125,2
69,126,2
70,126,2
71,126,2
72,126,2
73,132,2
74,133,2
75,139,2
76,139,2
77,146,2
78,150,2
79,151,2
80,152,2
81,152,2
82,158,2
83,159,2
84,159,2
85,159,2
86,160,2
87,160,2
88,163,2
89,165,2
90,166,2
91,167,2
92,171,2
93,171,3
94,177,3
95,178,3
96,179,3
97,180,3
98,181,3
99,181,3
100,187,3
