ballCount,runs,wickets
0,0,0
1,1,0
2,1,0
3,2,0
4,2,0
5,2,0
6,3,0
7,3,0
8,3,0
9,4,0
10,4,0
11,5,0
12,9,0
13,15,0
14,16,0
15,17,0
16,18,0
17,22,0
18,22,1
19,22,1
20,23,1
21,27,1
22,28,1
23,32,1
24,32,1
25,33,1
26,34,1
27,35,1
28,35,1
29,35,1
30,39,1
31,40,1
32,40,1
33,41,1
34,41,1
35,41,2
36,41,2
37,45,2
38,45,2
39,45,2
40,45,2
41,45,2
42,46,2
43,47,2
44,49,2
45,50,2
46,51,2
47,51,2
48,52,2
49,53,2
50,54,2
51,54,2
52,55,2
53,55,2
54,59,2
55,59,2
56,63,2
57,69,2
58,69,2
59,70,2
60,72,2
61,72,2
62,72,2
63,72,3
64,73,3
65,74,3
66,74,3
67,76,3
68,78,3
69,78,3
70,80,3
71,83,3
72,84,3
73,85,3
74,86,3
75,87,3
76,88,3
77,88,4
78,88,4
79,88,5
80,88,5
81,90,5
82,94,5
83,95,5
84,95,5
85,96,5
86,98,5
87,98,6
88,100,6
89,101,6
90,102,6
91,103,6
92,105,6
93,105,6
94,111,6
95,111,6
96,115,6
97,122,6
98,123,6
99,124,6
100,130,6
101,134,6
102,134,6
103,135,6
104,136,6
105,136,7
106,136,8
107,138,8
108,138,8
109,142,8
110,142,8
111,142,9
112,142,9
113,146,9
114,146,9
115,147,9
116,150,9
117,151,9
118,155,9
119,156,9
120,157,10
