ballCount,runs,wickets
0,0,0
1,0,0
2,0,0
3,1,0
4,1,0
5,5,0
6,7,0
7,7,0
8,7,0
9,8,0
10,12,0
11,12,0
12,12,0
13,13,0
14,17,0
15,17,0
16,18,0
17,18,0
18,19,0
19,20,0
20,21,0
21,21,0
22,22,0
23,22,0
24,26,0
25,27,0
26,27,0
27,27,0
28,27,0
29,27,0
30,31,0
31,31,1
32,31,1
33,31,1
34,32,1
35,36,1
36,36,1
37,36,1
38,37,1
39,38,1
40,39,1
41,40,1
42,42,1
43,42,1
44,43,1
45,43,1
46,44,1
47,45,1
48,46,1
49,47,1
50,48,1
51,48,1
52,49,1
53,52,1
54,53,1
55,54,1
56,55,1
57,55,1
58,56,1
59,57,1
60,58,1
61,60,1
62,64,1
63,66,1
64,66,1
65,67,1
66,67,1
67,68,1
68,69,1
69,69,2
70,70,2
71,71,2
72,73,2
73,75,2
74,75,2
75,75,3
76,75,3
77,76,3
78,77,3
79,78,3
80,79,3
81,79,4
82,80,4
83,81,4
84,85,4
85,85,5
86,86,5
87,86,5
88,87,5
89,88,5
90,89,5
91,90,5
92,92,5
93,93,5
94,93,5
95,94,5
96,94,5
97,95,5
98,99,5
99,100,5
100,100,5
101,106,5
102,107,5
103,111,5
104,112,5
105,113,5
106,117,5
107,118,5
108,122,5
109,124,5
110,126,5
111,126,6
112,127,6
113,131,6
114,132,6
115,134,6
116,134,6
117,135,6
118,136,6
119,137,6
120,137,6
