ballCount,runs,wickets
0,0,0
1,0,0
2,1,0
3,1,0
4,1,1
5,1,1
6,1,1
7,1,1
8,5,1
9,5,1
10,5,1
11,5,1
12,6,1
13,10,1
14,14,1
15,15,1
16,15,1
17,16,1
18,16,1
19,17,1
20,21,1
21,21,1
22,22,1
23,22,1
24,23,1
25,27,1
26,31,1
27,31,1
28,35,1
29,35,1
30,36,1
31,40,1
32,41,1
33,41,1
34,47,1
35,47,1
36,47,1
37,53,1
38,54,1
39,55,1
40,56,1
41,56,1
42,57,1
43,63,1
44,64,1
45,65,1
46,66,1
47,67,1
48,71,1
49,73,1
50,74,1
51,75,1
52,76,1
53,77,1
54,81,1
55,82,1
56,87,1
57,91,1
58,92,1
59,92,1
60,92,1
61,93,1
62,94,1
63,94,1
64,95,1
65,96,1
66,97,1
67,97,1
68,98,1
69,99,1
70,99,2
71,99,2
72,100,2
73,100,2
74,100,2
75,101,2
76,102,2
77,104,2
78,105,2
79,106,2
80,107,2
81,108,2
82,108,3
83,108,3
84,108,3
85,112,3
86,113,3
87,114,3
88,120,3
89,121,3
90,121,3
91,125,3
92,125,4
93,127,4
94,128,4
95,128,4
96,129,4
97,134,4
98,138,4
99,139,4
100,140,4
101,144,4
102,145,4
103,151,4
104,153,4
105,154,4
106,155,4
107,155,5
108,157,5
109,158,5
110,160,5
111,161,5
112,162,5
113,168,5
114,170,5
115,174,5
116,176,5
117,180,5
118,180,6
119,181,6
120,182,6
