ballCount,runs,wickets
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,4,0
6,8,0
7,8,0
8,8,0
9,8,0
10,8,0
11,12,0
12,13,0
13,14,0
14,14,0
15,14,1
16,14,1
17,14,1
18,14,1
19,15,1
20,15,1
21,15,1
22,16,1
23,16,2
24,17,2
25,18,2
26,18,2
27,18,3
28,18,3
29,22,3
30,22,3
31,26,3
32,31,3
33,31,3
34,32,3
35,32,3
36,32,3
37,32,3
38,33,3
39,34,3
40,35,3
41,36,3
42,37,3
43,43,3
44,43,4
45,44,4
46,44,4
47,45,4
48,47,4
49,47,4
50,53,4
51,57,4
52,64,4
53,64,4
54,64,4
55,65,4
56,66,4
57,67,4
58,68,4
59,69,4
60,70,4
61,74,4
62,75,4
63,76,4
64,80,4
65,81,4
66,81,4
67,82,4
68,86,4
69,90,4
70,91,4
71,91,4
72,96,4
73,96,4
74,100,4
75,101,4
76,103,4
77,104,4
78,104,4
79,105,4
80,109,4
81,109,5
82,109,5
83,115,5
84,120,5
85,121,5
86,122,5
87,123,5
88,123,5
89,127,5
90,128,5
91,129,5
92,133,5
93,133,6
94,134,6
95,135,6
96,136,6
97,137,6
98,139,6
99,140,6
100,141,6
101,141,6
102,145,6
103,146,6
104,146,6
105,148,6
106,149,6
107,151,6
108,157,6
109,157,6
110,158,6
111,164,6
112,166,6
113,170,6
114,170,7
115,170,8
116,170,9
117,170,9
118,176,9
119,176,9
120,177,9
