ballCount,runs,wickets
0,0,0
1,0,0
2,2,0
3,4,0
4,4,0
5,4,0
6,8,0
7,8,0
8,12,0
9,12,0
10,16,0
11,18,0
12,19,0
13,24,0
14,24,0
15,24,1
16,24,1
17,24,1
18,24,1
19,24,1
20,25,1
21,25,1
22,26,1
23,26,1
24,27,1
25,33,1
26,37,1
27,41,1
28,47,1
29,47,1
30,48,1
31,49,1
32,50,1
33,50,1
34,51,1
35,51,2
36,51,2
37,51,2
38,52,2
39,52,2
40,54,2
41,55,2
42,56,2
43,56,2
44,57,2
45,63,2
46,63,2
47,63,2
48,63,2
49,64,2
50,66,2
51,71,2
52,71,2
53,71,3
54,72,3
55,72,3
56,72,3
57,72,3
58,73,3
59,74,3
60,75,3
61,79,3
62,79,3
63,79,3
64,79,3
65,83,3
66,84,3
67,84,3
68,85,3
69,86,3
70,88,3
71,88,3
72,88,3
73,89,3
74,89,3
75,92,3
76,93,3
77,93,4
78,94,4
79,95,4
80,96,4
81,96,4
82,96,4
83,97,4
84,98,4
85,98,5
86,99,5
87,99,5
88,99,5
89,99,5
90,99,6
91,99,6
92,101,6
93,102,6
94,103,6
95,103,6
96,104,6
97,105,6
98,106,6
99,107,6
100,107,6
101,108,6
102,109,6
103,110,6
104,114,6
105,119,6
106,120,6
107,120,6
108,121,6
109,121,6
110,122,6
111,122,6
112,128,6
113,130,6
114,131,6
115,133,6
116,135,6
117,135,7
118,139,7
